date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
13:52:53	2543/2543	---M-Z	200	added ('OK')	application/javascript	etag:%229ef-5bda744710940-gzip%22	https://crsorgi.gov.in/web/js/json_parse.js	C:/My%20Web%20Sites/QQQ/crsorgi.gov.in/web/js/json_parse.js	(from https://crsorgi.gov.in/web/index.php/auth/birthCertificate/view/cert/B/ZGtDZlZNT1Y4WkZGbXN6a25MM1V5Zz09%3D%3D)
13:52:54	5007/5007	---M-Z	200	added ('OK')	application/javascript	etag:%22138f-5bda744710940-gzip%22	https://crsorgi.gov.in/web/js/jquery.ui.core.js	C:/My%20Web%20Sites/QQQ/crsorgi.gov.in/web/js/jquery.ui.core.js	(from https://crsorgi.gov.in/web/index.php/auth/birthCertificate/view/cert/B/ZGtDZlZNT1Y4WkZGbXN6a25MM1V5Zz09%3D%3D)
13:52:54	52981/52981	---M--	200	added ('OK')	image/jpeg	etag:%22cef5-5bda7445284c0%22	https://crsorgi.gov.in/web/images/logo-top.jpg	C:/My%20Web%20Sites/QQQ/crsorgi.gov.in/web/images/logo-top.jpg	(from https://crsorgi.gov.in/web/index.php/auth/birthCertificate/view/cert/B/ZGtDZlZNT1Y4WkZGbXN6a25MM1V5Zz09%3D%3D)
13:52:55	4497/4497	---M--	200	added ('OK')	image/gif	etag:%221191-5bda744434280%22	https://crsorgi.gov.in/web/images/emb-forms.gif	C:/My%20Web%20Sites/QQQ/crsorgi.gov.in/web/images/emb-forms.gif	(from https://crsorgi.gov.in/web/index.php/auth/birthCertificate/view/cert/B/ZGtDZlZNT1Y4WkZGbXN6a25MM1V5Zz09%3D%3D)
13:52:55	10656/10656	---M--	200	added ('OK')	image/png	etag:%2229a0-5bda744434280%22	https://crsorgi.gov.in/web/images/efa1c4408f745dcb5c8932db2e6bbbd55a10f292.png	C:/My%20Web%20Sites/QQQ/crsorgi.gov.in/web/images/efa1c4408f745dcb5c8932db2e6bbbd55a10f292.png	(from https://crsorgi.gov.in/web/index.php/auth/birthCertificate/view/cert/B/ZGtDZlZNT1Y4WkZGbXN6a25MM1V5Zz09%3D%3D)
13:52:55	3779/3779	---M--	200	added ('OK')	image/gif	etag:%22ec3-5ec77a086b780%22	https://crsorgi.gov.in/web/images/certificate-logo.gif	C:/My%20Web%20Sites/QQQ/crsorgi.gov.in/web/images/certificate-logo.gif	(from https://crsorgi.gov.in/web/index.php/auth/birthCertificate/view/cert/B/ZGtDZlZNT1Y4WkZGbXN6a25MM1V5Zz09%3D%3D)
13:52:56	607/607	---M--	200	added ('OK')	image/png	etag:%2225f-5eed40439b043%22	https://crsorgi.gov.in/web/uploads/qrCode_Birth/10/02-12-2022/005_file_d98e429ff538743f3fd9dd1a4c66376e.png	C:/My%20Web%20Sites/QQQ/crsorgi.gov.in/web/uploads/qrCode_Birth/10/02-12-2022/005_file_d98e429ff538743f3fd9dd1a4c66376e.png	(from https://crsorgi.gov.in/web/index.php/auth/birthCertificate/view/cert/B/ZGtDZlZNT1Y4WkZGbXN6a25MM1V5Zz09%3D%3D)
13:52:56	1230/1230	---M--	200	added ('OK')	image/jpeg	etag:%224ce-5bda744434280%22	https://crsorgi.gov.in/web/images/header-top-strip.jpg	C:/My%20Web%20Sites/QQQ/crsorgi.gov.in/web/images/header-top-strip.jpg	(from https://crsorgi.gov.in/web/css/style.css)
13:52:57	28079/28079	---M--	200	added ('OK')	image/jpeg	etag:%226daf-5bda744434280%22	https://crsorgi.gov.in/web/images/herader-right-bg.jpg	C:/My%20Web%20Sites/QQQ/crsorgi.gov.in/web/images/herader-right-bg.jpg	(from https://crsorgi.gov.in/web/css/style.css)
13:52:57	1180/1180	---M--	200	added ('OK')	image/jpeg	etag:%2249c-5bda7445284c0%22	https://crsorgi.gov.in/web/images/top-menu-bg.jpg	C:/My%20Web%20Sites/QQQ/crsorgi.gov.in/web/images/top-menu-bg.jpg	(from https://crsorgi.gov.in/web/css/style.css)
13:52:58	15942/15942	---M--	200	added ('OK')	image/jpeg	etag:%223e46-5bda7445284c0%22	https://crsorgi.gov.in/web/images/top-title-strip.jpg	C:/My%20Web%20Sites/QQQ/crsorgi.gov.in/web/images/top-title-strip.jpg	(from https://crsorgi.gov.in/web/css/style.css)
13:52:58	1306/1306	---M--	200	added ('OK')	image/gif	etag:%2251a-5bda744434280%22	https://crsorgi.gov.in/web/images/doted-bull.gif	C:/My%20Web%20Sites/QQQ/crsorgi.gov.in/web/images/doted-bull.gif	(from https://crsorgi.gov.in/web/css/style.css)
13:52:58	2085/2085	---M--	200	added ('OK')	image/gif	etag:%22825-5bda7445284c0%22	https://crsorgi.gov.in/web/images/none-bull.gif	C:/My%20Web%20Sites/QQQ/crsorgi.gov.in/web/images/none-bull.gif	(from https://crsorgi.gov.in/web/css/style.css)
13:52:59	1168/1168	---M--	200	added ('OK')	image/jpeg	etag:%22490-5bda7445284c0%22	https://crsorgi.gov.in/web/images/welcome-strip-bg.jpg	C:/My%20Web%20Sites/QQQ/crsorgi.gov.in/web/images/welcome-strip-bg.jpg	(from https://crsorgi.gov.in/web/css/style.css)
13:53:00	1225/1225	---M--	200	added ('OK')	image/jpeg	etag:%224c9-5bda744434280%22	https://crsorgi.gov.in/web/images/form-title-strip.jpg	C:/My%20Web%20Sites/QQQ/crsorgi.gov.in/web/images/form-title-strip.jpg	(from https://crsorgi.gov.in/web/css/style.css)
13:53:00	26275/26275	---M--	200	added ('OK')	image/gif	etag:%2266a3-5bda7445284c0%22	https://crsorgi.gov.in/web/images/water-mark.gif	C:/My%20Web%20Sites/QQQ/crsorgi.gov.in/web/images/water-mark.gif	(from https://crsorgi.gov.in/web/css/style.css)
13:53:00	2608/2608	---M--	200	added ('OK')	image/gif	etag:%22a30-5bda744434280%22	https://crsorgi.gov.in/web/images/busy.gif	C:/My%20Web%20Sites/QQQ/crsorgi.gov.in/web/images/busy.gif	(from https://crsorgi.gov.in/web/css/style.css)
13:53:01	7963/7963	---M--	200	added ('OK')	image/jpeg	etag:%221f1b-5bda744434280%22	https://crsorgi.gov.in/web/images/cla-edit.jpg	C:/My%20Web%20Sites/QQQ/crsorgi.gov.in/web/images/cla-edit.jpg	(from https://crsorgi.gov.in/web/css/style.css)
13:53:01	1434/1434	---M--	200	added ('OK')	image/gif	etag:%2259a-5bda744434280%22	https://crsorgi.gov.in/web/images/btn-bg.gif	C:/My%20Web%20Sites/QQQ/crsorgi.gov.in/web/images/btn-bg.gif	(from https://crsorgi.gov.in/web/css/main.css)
13:53:02	832/832	---M--	200	added ('OK')	image/png	etag:%22340-5bda7445284c0%22	https://crsorgi.gov.in/web/images/refresh1.png	C:/My%20Web%20Sites/QQQ/crsorgi.gov.in/web/images/refresh1.png	(from https://crsorgi.gov.in/web/css/main.css)
13:53:02	62/62	---M--	200	added ('OK')	image/gif	etag:%223e-5bda7445284c0%22	https://crsorgi.gov.in/web/images/tooltip-arrow.gif	C:/My%20Web%20Sites/QQQ/crsorgi.gov.in/web/images/tooltip-arrow.gif	(from https://crsorgi.gov.in/web/css/main.css)
13:53:03	16081/16081	---M--	200	added ('OK')	image/jpeg	etag:%223ed1-5bda7445284c0%22	https://crsorgi.gov.in/web/images/submit-btn.jpg	C:/My%20Web%20Sites/QQQ/crsorgi.gov.in/web/images/submit-btn.jpg	(from https://crsorgi.gov.in/web/css/main.css)
13:53:03	156/156	---M-Z	200	added ('OK')	text/css	etag:%229c-5bda744340040-gzip%22	https://crsorgi.gov.in/web/css/jquery.ui.base.css	C:/My%20Web%20Sites/QQQ/crsorgi.gov.in/web/css/jquery.ui.base.css	(from https://crsorgi.gov.in/web/css/jquery.ui.all.css)
13:53:04	14639/14639	---M-Z	200	added ('OK')	text/css	etag:%22392f-5bda744340040-gzip%22	https://crsorgi.gov.in/web/css/jquery.ui.theme.css	C:/My%20Web%20Sites/QQQ/crsorgi.gov.in/web/css/jquery.ui.theme.css	(from https://crsorgi.gov.in/web/css/jquery.ui.all.css)
13:53:04	1745/1745	---M-Z	200	added ('OK')	text/css	etag:%226d1-5bda744340040-gzip%22	https://crsorgi.gov.in/web/css/jquery.ui.button.css	C:/My%20Web%20Sites/QQQ/crsorgi.gov.in/web/css/jquery.ui.button.css	(from https://crsorgi.gov.in/web/css/jquery.ui.base.css)
13:53:05	3298/3298	---M-Z	200	added ('OK')	text/css	etag:%22ce2-5bda744340040-gzip%22	https://crsorgi.gov.in/web/css/jquery.ui.datepicker.css	C:/My%20Web%20Sites/QQQ/crsorgi.gov.in/web/css/jquery.ui.datepicker.css	(from https://crsorgi.gov.in/web/css/jquery.ui.base.css)
13:53:05	4369/4369	---M--	200	added ('OK')	image/png	etag:%221111-5bda7445284c0%22	https://crsorgi.gov.in/web/images/ui-icons_222222_256x240.png	C:/My%20Web%20Sites/QQQ/crsorgi.gov.in/web/images/ui-icons_222222_256x240.png	(from https://crsorgi.gov.in/web/css/jquery.ui.theme.css)
13:53:05	123/123	---M--	200	added ('OK')	image/png	etag:%227b-5bda7445284c0%22	https://crsorgi.gov.in/web/images/ui-icons_888888_256x240.png	C:/My%20Web%20Sites/QQQ/crsorgi.gov.in/web/images/ui-icons_888888_256x240.png	(from https://crsorgi.gov.in/web/css/jquery.ui.theme.css)
13:53:06	4369/4369	---M--	200	added ('OK')	image/png	etag:%221111-5bda7445284c0%22	https://crsorgi.gov.in/web/images/ui-icons_454545_256x240.png	C:/My%20Web%20Sites/QQQ/crsorgi.gov.in/web/images/ui-icons_454545_256x240.png	(from https://crsorgi.gov.in/web/css/jquery.ui.theme.css)
13:53:06	123/123	---M--	200	added ('OK')	image/png	etag:%227b-5bda7445284c0%22	https://crsorgi.gov.in/web/images/ui-icons_2e83ff_256x240.png	C:/My%20Web%20Sites/QQQ/crsorgi.gov.in/web/images/ui-icons_2e83ff_256x240.png	(from https://crsorgi.gov.in/web/css/jquery.ui.theme.css)
13:53:07	123/123	---M--	200	added ('OK')	image/png	etag:%227b-5bda7445284c0%22	https://crsorgi.gov.in/web/images/ui-icons_cd0a0a_256x240.png	C:/My%20Web%20Sites/QQQ/crsorgi.gov.in/web/images/ui-icons_cd0a0a_256x240.png	(from https://crsorgi.gov.in/web/css/jquery.ui.theme.css)
13:53:07	123/123	---M--	200	added ('OK')	image/png	etag:%227b-5bda7445284c0%22	https://crsorgi.gov.in/web/images/ui-bg_flat_0_aaaaaa_40x100.png	C:/My%20Web%20Sites/QQQ/crsorgi.gov.in/web/images/ui-bg_flat_0_aaaaaa_40x100.png	(from https://crsorgi.gov.in/web/css/jquery.ui.theme.css)
